17/09/2017 10:00:00,17/09/2017 10:30:00,5,80
17/09/2017 10:00:00,17/09/2017 10:30:00,14,86
17/09/2017 10:00:00,17/09/2017 10:30:00,27,87
17/09/2017 11:00:00,17/09/2017 11:30:00,5,80
17/09/2017 11:00:00,17/09/2017 11:30:00,14,86
17/09/2017 11:00:00,17/09/2017 11:30:00,27,87
17/09/2017 12:00:00,17/09/2017 12:30:00,5,80
17/09/2017 12:00:00,17/09/2017 12:30:00,14,86
17/09/2017 12:00:00,17/09/2017 12:30:00,27,87
17/09/2017 13:00:00,17/09/2017 13:30:00,5,80
17/09/2017 13:00:00,17/09/2017 13:30:00,14,86
17/09/2017 13:00:00,17/09/2017 13:30:00,27,87
17/09/2017 14:00:00,17/09/2017 14:30:00,5,80
17/09/2017 14:00:00,17/09/2017 14:30:00,14,86
17/09/2017 14:00:00,17/09/2017 14:30:00,27,87
17/09/2017 15:00:00,17/09/2017 15:30:00,5,80
17/09/2017 15:00:00,17/09/2017 15:30:00,14,86
17/09/2017 15:00:00,17/09/2017 15:30:00,27,87
17/09/2017 18:00:00,17/09/2017 18:30:00,5,80
17/09/2017 18:00:00,17/09/2017 18:30:00,14,86
17/09/2017 18:00:00,17/09/2017 18:30:00,27,87
17/09/2017 18:30:00,17/09/2017 19:00:00,5,80
17/09/2017 18:30:00,17/09/2017 19:00:00,14,86
17/09/2017 18:30:00,17/09/2017 19:00:00,27,87
18/09/2017 10:00:00,18/09/2017 10:30:00,5,80
18/09/2017 10:00:00,18/09/2017 10:30:00,14,86
18/09/2017 10:00:00,18/09/2017 10:30:00,27,87
18/09/2017 11:00:00,18/09/2017 11:30:00,5,80
18/09/2017 11:00:00,18/09/2017 11:30:00,14,86
18/09/2017 11:00:00,18/09/2017 11:30:00,27,87
18/09/2017 12:00:00,18/09/2017 12:30:00,5,80
18/09/2017 12:00:00,18/09/2017 12:30:00,14,86
18/09/2017 12:00:00,18/09/2017 12:30:00,27,87
18/09/2017 13:00:00,18/09/2017 13:30:00,5,80
18/09/2017 13:00:00,18/09/2017 13:30:00,14,86
18/09/2017 13:00:00,18/09/2017 13:30:00,27,87
18/09/2017 14:00:00,18/09/2017 14:30:00,5,80
18/09/2017 14:00:00,18/09/2017 14:30:00,14,86
18/09/2017 14:00:00,18/09/2017 14:30:00,27,87
18/09/2017 15:00:00,18/09/2017 15:30:00,5,80
18/09/2017 15:00:00,18/09/2017 15:30:00,14,86
18/09/2017 15:00:00,18/09/2017 15:30:00,27,87
18/09/2017 18:00:00,18/09/2017 18:30:00,5,80
18/09/2017 18:00:00,18/09/2017 18:30:00,14,86
18/09/2017 18:00:00,18/09/2017 18:30:00,27,87
18/09/2017 18:30:00,18/09/2017 19:00:00,5,80
18/09/2017 18:30:00,18/09/2017 19:00:00,14,86
18/09/2017 18:30:00,18/09/2017 19:00:00,27,87
19/09/2017 10:00:00,19/09/2017 10:30:00,5,80
19/09/2017 10:00:00,19/09/2017 10:30:00,14,86
19/09/2017 10:00:00,19/09/2017 10:30:00,27,87
19/09/2017 11:00:00,19/09/2017 11:30:00,5,80
19/09/2017 11:00:00,19/09/2017 11:30:00,14,86
19/09/2017 11:00:00,19/09/2017 11:30:00,27,87
19/09/2017 12:00:00,19/09/2017 12:30:00,5,80
19/09/2017 12:00:00,19/09/2017 12:30:00,14,86
19/09/2017 12:00:00,19/09/2017 12:30:00,27,87
19/09/2017 13:00:00,19/09/2017 13:30:00,5,80
19/09/2017 13:00:00,19/09/2017 13:30:00,14,86
19/09/2017 13:00:00,19/09/2017 13:30:00,27,87
19/09/2017 14:00:00,19/09/2017 14:30:00,5,80
19/09/2017 14:00:00,19/09/2017 14:30:00,14,86
19/09/2017 14:00:00,19/09/2017 14:30:00,27,87
19/09/2017 15:00:00,19/09/2017 15:30:00,5,80
19/09/2017 15:00:00,19/09/2017 15:30:00,14,86
19/09/2017 15:00:00,19/09/2017 15:30:00,27,87
19/09/2017 18:00:00,19/09/2017 18:30:00,5,80
19/09/2017 18:00:00,19/09/2017 18:30:00,14,86
19/09/2017 18:00:00,19/09/2017 18:30:00,27,87
19/09/2017 18:30:00,19/09/2017 19:00:00,5,80
19/09/2017 18:30:00,19/09/2017 19:00:00,14,86
19/09/2017 18:30:00,19/09/2017 19:00:00,27,87
20/09/2017 10:00:00,20/09/2017 10:30:00,5,80
20/09/2017 10:00:00,20/09/2017 10:30:00,14,86
20/09/2017 10:00:00,20/09/2017 10:30:00,27,87
20/09/2017 11:00:00,20/09/2017 11:30:00,5,80
20/09/2017 11:00:00,20/09/2017 11:30:00,14,86
20/09/2017 11:00:00,20/09/2017 11:30:00,27,87
20/09/2017 12:00:00,20/09/2017 12:30:00,5,80
20/09/2017 12:00:00,20/09/2017 12:30:00,14,86
20/09/2017 12:00:00,20/09/2017 12:30:00,27,87
