17/09/2017 10:00:00,17/09/2017 10:30:00,11,69
17/09/2017 10:00:00,17/09/2017 10:30:00,40,81
17/09/2017 10:00:00,17/09/2017 10:30:00,44,95
17/09/2017 11:00:00,17/09/2017 11:30:00,11,69
17/09/2017 11:00:00,17/09/2017 11:30:00,40,81
17/09/2017 11:00:00,17/09/2017 11:30:00,44,95
17/09/2017 12:00:00,17/09/2017 12:30:00,11,69
17/09/2017 12:00:00,17/09/2017 12:30:00,40,81
17/09/2017 12:00:00,17/09/2017 12:30:00,44,95
17/09/2017 13:00:00,17/09/2017 13:30:00,11,69
17/09/2017 13:00:00,17/09/2017 13:30:00,40,81
17/09/2017 13:00:00,17/09/2017 13:30:00,44,95
17/09/2017 14:00:00,17/09/2017 14:30:00,11,69
17/09/2017 14:00:00,17/09/2017 14:30:00,40,81
17/09/2017 14:00:00,17/09/2017 14:30:00,44,95
17/09/2017 15:00:00,17/09/2017 15:30:00,11,69
17/09/2017 15:00:00,17/09/2017 15:30:00,40,81
17/09/2017 15:00:00,17/09/2017 15:30:00,44,95
17/09/2017 18:00:00,17/09/2017 18:30:00,11,69
17/09/2017 18:00:00,17/09/2017 18:30:00,40,81
17/09/2017 18:00:00,17/09/2017 18:30:00,44,95
17/09/2017 18:30:00,17/09/2017 19:00:00,11,69
17/09/2017 18:30:00,17/09/2017 19:00:00,40,81
17/09/2017 18:30:00,17/09/2017 19:00:00,44,95
18/09/2017 10:00:00,18/09/2017 10:30:00,11,69
18/09/2017 10:00:00,18/09/2017 10:30:00,40,81
18/09/2017 10:00:00,18/09/2017 10:30:00,44,95
18/09/2017 11:00:00,18/09/2017 11:30:00,11,69
18/09/2017 11:00:00,18/09/2017 11:30:00,40,81
18/09/2017 11:00:00,18/09/2017 11:30:00,44,95
18/09/2017 12:00:00,18/09/2017 12:30:00,11,69
18/09/2017 12:00:00,18/09/2017 12:30:00,40,81
18/09/2017 12:00:00,18/09/2017 12:30:00,44,95
18/09/2017 13:00:00,18/09/2017 13:30:00,11,69
18/09/2017 13:00:00,18/09/2017 13:30:00,40,81
18/09/2017 13:00:00,18/09/2017 13:30:00,44,95
18/09/2017 14:00:00,18/09/2017 14:30:00,11,69
18/09/2017 14:00:00,18/09/2017 14:30:00,40,81
18/09/2017 14:00:00,18/09/2017 14:30:00,44,95
18/09/2017 15:00:00,18/09/2017 15:30:00,11,69
18/09/2017 15:00:00,18/09/2017 15:30:00,40,81
18/09/2017 15:00:00,18/09/2017 15:30:00,44,95
18/09/2017 18:00:00,18/09/2017 18:30:00,11,69
18/09/2017 18:00:00,18/09/2017 18:30:00,40,81
18/09/2017 18:00:00,18/09/2017 18:30:00,44,95
18/09/2017 18:30:00,18/09/2017 19:00:00,11,69
18/09/2017 18:30:00,18/09/2017 19:00:00,40,81
18/09/2017 18:30:00,18/09/2017 19:00:00,44,95
19/09/2017 10:00:00,19/09/2017 10:30:00,11,69
19/09/2017 10:00:00,19/09/2017 10:30:00,40,81
19/09/2017 10:00:00,19/09/2017 10:30:00,44,95
19/09/2017 11:00:00,19/09/2017 11:30:00,11,69
19/09/2017 11:00:00,19/09/2017 11:30:00,40,81
19/09/2017 11:00:00,19/09/2017 11:30:00,44,95
19/09/2017 12:00:00,19/09/2017 12:30:00,11,69
19/09/2017 12:00:00,19/09/2017 12:30:00,40,81
19/09/2017 12:00:00,19/09/2017 12:30:00,44,95
19/09/2017 13:00:00,19/09/2017 13:30:00,11,69
19/09/2017 13:00:00,19/09/2017 13:30:00,40,81
19/09/2017 13:00:00,19/09/2017 13:30:00,44,95
19/09/2017 14:00:00,19/09/2017 14:30:00,11,69
19/09/2017 14:00:00,19/09/2017 14:30:00,40,81
19/09/2017 14:00:00,19/09/2017 14:30:00,44,95
19/09/2017 15:00:00,19/09/2017 15:30:00,11,69
19/09/2017 15:00:00,19/09/2017 15:30:00,40,81
19/09/2017 15:00:00,19/09/2017 15:30:00,44,95
19/09/2017 18:00:00,19/09/2017 18:30:00,11,69
19/09/2017 18:00:00,19/09/2017 18:30:00,40,81
19/09/2017 18:00:00,19/09/2017 18:30:00,44,95
19/09/2017 18:30:00,19/09/2017 19:00:00,11,69
19/09/2017 18:30:00,19/09/2017 19:00:00,40,81
19/09/2017 18:30:00,19/09/2017 19:00:00,44,95
20/09/2017 10:00:00,20/09/2017 10:30:00,11,69
20/09/2017 10:00:00,20/09/2017 10:30:00,40,81
20/09/2017 10:00:00,20/09/2017 10:30:00,44,95
20/09/2017 11:00:00,20/09/2017 11:30:00,11,69
20/09/2017 11:00:00,20/09/2017 11:30:00,40,81
20/09/2017 11:00:00,20/09/2017 11:30:00,44,95
20/09/2017 12:00:00,20/09/2017 12:30:00,11,69
20/09/2017 12:00:00,20/09/2017 12:30:00,40,81
20/09/2017 12:00:00,20/09/2017 12:30:00,44,95
20/09/2017 13:00:00,20/09/2017 13:30:00,11,69
20/09/2017 13:00:00,20/09/2017 13:30:00,40,81
20/09/2017 13:00:00,20/09/2017 13:30:00,44,95
20/09/2017 14:00:00,20/09/2017 14:30:00,11,69
20/09/2017 14:00:00,20/09/2017 14:30:00,40,81
20/09/2017 14:00:00,20/09/2017 14:30:00,44,95
20/09/2017 15:00:00,20/09/2017 15:30:00,11,69
20/09/2017 15:00:00,20/09/2017 15:30:00,40,81
20/09/2017 15:00:00,20/09/2017 15:30:00,44,95
20/09/2017 18:00:00,20/09/2017 18:30:00,11,69
20/09/2017 18:00:00,20/09/2017 18:30:00,40,81
20/09/2017 18:00:00,20/09/2017 18:30:00,44,95
20/09/2017 18:30:00,20/09/2017 19:00:00,11,69
20/09/2017 18:30:00,20/09/2017 19:00:00,40,81
20/09/2017 18:30:00,20/09/2017 19:00:00,44,95
21/09/2017 10:00:00,21/09/2017 10:30:00,11,69
21/09/2017 10:00:00,21/09/2017 10:30:00,40,81
21/09/2017 10:00:00,21/09/2017 10:30:00,44,95
21/09/2017 11:00:00,21/09/2017 11:30:00,11,69
21/09/2017 11:00:00,21/09/2017 11:30:00,40,81
21/09/2017 11:00:00,21/09/2017 11:30:00,44,95
21/09/2017 12:00:00,21/09/2017 12:30:00,11,69
21/09/2017 12:00:00,21/09/2017 12:30:00,40,81
21/09/2017 12:00:00,21/09/2017 12:30:00,44,95
21/09/2017 13:00:00,21/09/2017 13:30:00,11,69
21/09/2017 13:00:00,21/09/2017 13:30:00,40,81
21/09/2017 13:00:00,21/09/2017 13:30:00,44,95
21/09/2017 14:00:00,21/09/2017 14:30:00,11,69
21/09/2017 14:00:00,21/09/2017 14:30:00,40,81
21/09/2017 14:00:00,21/09/2017 14:30:00,44,95
21/09/2017 15:00:00,21/09/2017 15:30:00,11,69
21/09/2017 15:00:00,21/09/2017 15:30:00,40,81
21/09/2017 15:00:00,21/09/2017 15:30:00,44,95
21/09/2017 18:00:00,21/09/2017 18:30:00,11,69
21/09/2017 18:00:00,21/09/2017 18:30:00,40,81
21/09/2017 18:00:00,21/09/2017 18:30:00,44,95
21/09/2017 18:30:00,21/09/2017 19:00:00,11,69
21/09/2017 18:30:00,21/09/2017 19:00:00,40,81
21/09/2017 18:30:00,21/09/2017 19:00:00,44,95
22/09/2017 10:00:00,22/09/2017 10:30:00,11,69
22/09/2017 10:00:00,22/09/2017 10:30:00,40,81
22/09/2017 10:00:00,22/09/2017 10:30:00,44,95
22/09/2017 11:00:00,22/09/2017 11:30:00,11,69
22/09/2017 11:00:00,22/09/2017 11:30:00,40,81
22/09/2017 11:00:00,22/09/2017 11:30:00,44,95
22/09/2017 12:00:00,22/09/2017 12:30:00,11,69
22/09/2017 12:00:00,22/09/2017 12:30:00,40,81
22/09/2017 12:00:00,22/09/2017 12:30:00,44,95
22/09/2017 13:00:00,22/09/2017 13:30:00,11,69
22/09/2017 13:00:00,22/09/2017 13:30:00,40,81
22/09/2017 13:00:00,22/09/2017 13:30:00,44,95
22/09/2017 14:00:00,22/09/2017 14:30:00,11,69
22/09/2017 14:00:00,22/09/2017 14:30:00,40,81
22/09/2017 14:00:00,22/09/2017 14:30:00,44,95
22/09/2017 15:00:00,22/09/2017 15:30:00,11,69
22/09/2017 15:00:00,22/09/2017 15:30:00,40,81
22/09/2017 15:00:00,22/09/2017 15:30:00,44,95
22/09/2017 18:00:00,22/09/2017 18:30:00,11,69
